Beach Name,Date,Measurement Timestamp,DNA Reading Mean,Ecoli Predicted Level,Latitude_ecoli,Longitude_ecoli,Location_ecoli,Nearest Weather Station,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
Margaret T Burroughs (31st),2017-07-04,07/04/2017 12:00:00 AM,2320.7,382.8,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,20.1,81,0.0,0.0,139.9,0.0,60,1.1,2.3,995.8,1
Oakwood,2017-07-04,07/04/2017 12:00:00 AM,1808.7,156.9,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,20.1,81,0.0,0.0,139.9,0.0,60,1.1,2.3,995.8,1
12th Street,2017-07-05,07/05/2017 12:00:00 AM,167.7,221.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,21.4,93,0.0,0.0,139.9,0.0,18,1.6,2.3,997.0,0
57th Street,2017-07-05,07/05/2017 12:00:00 AM,467.0,132.4,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,21.4,93,0.0,0.0,139.9,0.0,18,1.6,2.3,997.0,0
Margaret T Burroughs (31st),2017-07-05,07/05/2017 12:00:00 AM,209.1,337.4,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,21.4,93,0.0,0.0,139.9,0.0,18,1.6,2.3,997.0,0
Oakwood,2017-07-05,07/05/2017 12:00:00 AM,25.1,145.2,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,21.4,93,0.0,0.0,139.9,0.0,18,1.6,2.3,997.0,0
12th Street,2017-07-06,07/06/2017 12:00:00 AM,95.6,114.3,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,24.8,69,0.0,0.0,139.9,0.0,269,0.5,0.7,995.0,0
57th Street,2017-07-06,07/06/2017 12:00:00 AM,796.0,120.0,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,24.8,69,0.0,0.0,139.9,0.0,269,0.5,0.7,995.0,0
Margaret T Burroughs (31st),2017-07-06,07/06/2017 12:00:00 AM,41.5,150.1,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,24.8,69,0.0,0.0,139.9,0.0,269,0.5,0.7,995.0,0
Oakwood,2017-07-06,07/06/2017 12:00:00 AM,27.5,76.3,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,24.8,69,0.0,0.0,139.9,0.0,269,0.5,0.7,995.0,0
12th Street,2017-07-07,07/07/2017 12:00:00 AM,10.6,361.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,28.2,67,0.0,0.0,139.9,0.0,263,3.7,5.6,990.9,0
57th Street,2017-07-07,07/07/2017 12:00:00 AM,168.0,188.9,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,28.2,67,0.0,0.0,139.9,0.0,263,3.7,5.6,990.9,0
Margaret T Burroughs (31st),2017-07-07,07/07/2017 12:00:00 AM,43.1,499.5,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,28.2,67,0.0,0.0,139.9,0.0,263,3.7,5.6,990.9,0
Oakwood,2017-07-07,07/07/2017 12:00:00 AM,44.6,147.9,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,28.2,67,0.0,0.0,139.9,0.0,263,3.7,5.6,990.9,0
12th Street,2017-07-08,07/08/2017 12:00:00 AM,252.8,261.5,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,20.1,77,0.0,0.0,147.5,0.0,336,1.1,2.3,991.3,0
57th Street,2017-07-08,07/08/2017 12:00:00 AM,628.9,179.5,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,20.1,77,0.0,0.0,147.5,0.0,336,1.1,2.3,991.3,0
Margaret T Burroughs (31st),2017-07-08,07/08/2017 12:00:00 AM,1430.5,546.9,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,20.1,77,0.0,0.0,147.5,0.0,336,1.1,2.3,991.3,0
Oakwood,2017-07-08,07/08/2017 12:00:00 AM,2110.0,161.3,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,20.1,77,0.0,0.0,147.5,0.0,336,1.1,2.3,991.3,0
12th Street,2017-07-09,07/09/2017 12:00:00 AM,40.0,280.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,20.4,56,0.0,0.0,147.5,0.0,239,0.9,1.5,995.7,0
57th Street,2017-07-09,07/09/2017 12:00:00 AM,271.4,145.8,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,20.4,56,0.0,0.0,147.5,0.0,239,0.9,1.5,995.7,0
Margaret T Burroughs (31st),2017-07-09,07/09/2017 12:00:00 AM,270.8,381.3,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,20.4,56,0.0,0.0,147.5,0.0,239,0.9,1.5,995.7,0
Oakwood,2017-07-09,07/09/2017 12:00:00 AM,85.5,126.5,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,20.4,56,0.0,0.0,147.5,0.0,239,0.9,1.5,995.7,0
12th Street,2017-07-11,07/11/2017 12:00:00 AM,68.5,231.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.5,91,0.0,0.0,182.2,0.0,0,0.0,0.7,987.9,0
57th Street,2017-07-11,07/11/2017 12:00:00 AM,270.4,131.0,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.5,91,0.0,0.0,182.2,0.0,0,0.0,0.7,987.9,0
Margaret T Burroughs (31st),2017-07-11,07/11/2017 12:00:00 AM,185.6,267.8,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.5,91,0.0,0.0,182.2,0.0,0,0.0,0.7,987.9,0
Oakwood,2017-07-11,07/11/2017 12:00:00 AM,49.3,158.9,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.5,91,0.0,0.0,182.2,0.0,0,0.0,0.7,987.9,0
12th Street,2017-07-12,07/12/2017 12:00:00 AM,507.1,294.6,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,25.7,90,0.0,0.2,182.7,60.0,203,2.7,6.3,990.4,0
57th Street,2017-07-12,07/12/2017 12:00:00 AM,901.7,184.3,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,25.7,90,0.0,0.2,182.7,60.0,203,2.7,6.3,990.4,0
Margaret T Burroughs (31st),2017-07-12,07/12/2017 12:00:00 AM,765.5,421.6,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,25.7,90,0.0,0.2,182.7,60.0,203,2.7,6.3,990.4,0
Oakwood,2017-07-12,07/12/2017 12:00:00 AM,3550.3,198.7,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,25.7,90,0.0,0.2,182.7,60.0,203,2.7,6.3,990.4,0
12th Street,2017-07-13,07/13/2017 12:00:00 AM,67.8,49.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,26.0,92,1.2,0.0,236.2,60.0,238,3.7,5.7,991.2,0
57th Street,2017-07-13,07/13/2017 12:00:00 AM,5.3,45.8,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,26.0,92,1.2,0.0,236.2,60.0,238,3.7,5.7,991.2,0
Margaret T Burroughs (31st),2017-07-13,07/13/2017 12:00:00 AM,35.9,99.4,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,26.0,92,1.2,0.0,236.2,60.0,238,3.7,5.7,991.2,0
Oakwood,2017-07-13,07/13/2017 12:00:00 AM,38.3,39.2,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,26.0,92,1.2,0.0,236.2,60.0,238,3.7,5.7,991.2,0
12th Street,2017-07-14,07/14/2017 12:00:00 AM,224.6,287.1,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.8,74,0.0,0.0,236.7,0.0,277,1.0,3.1,994.7,0
57th Street,2017-07-14,07/14/2017 12:00:00 AM,1127.4,156.4,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.8,74,0.0,0.0,236.7,0.0,277,1.0,3.1,994.7,0
Margaret T Burroughs (31st),2017-07-14,07/14/2017 12:00:00 AM,331.4,408.6,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.8,74,0.0,0.0,236.7,0.0,277,1.0,3.1,994.7,0
Oakwood,2017-07-14,07/14/2017 12:00:00 AM,372.4,156.4,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.8,74,0.0,0.0,236.7,0.0,277,1.0,3.1,994.7,0
12th Street,2017-07-15,07/15/2017 12:00:00 AM,3.0,115.2,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,18.9,87,0.0,0.0,236.7,0.0,274,0.9,1.1,998.5,1
57th Street,2017-07-15,07/15/2017 12:00:00 AM,71.4,66.8,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,18.9,87,0.0,0.0,236.7,0.0,274,0.9,1.1,998.5,1
Margaret T Burroughs (31st),2017-07-15,07/15/2017 12:00:00 AM,258.8,149.4,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,18.9,87,0.0,0.0,236.7,0.0,274,0.9,1.1,998.5,1
Oakwood,2017-07-15,07/15/2017 12:00:00 AM,6.5,75.3,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,18.9,87,0.0,0.0,236.7,0.0,274,0.9,1.1,998.5,1
12th Street,2017-07-16,07/16/2017 12:00:00 AM,1115.7,177.9,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.8,76,0.0,0.0,236.7,0.0,242,3.1,4.5,994.1,0
57th Street,2017-07-16,07/16/2017 12:00:00 AM,206.5,126.2,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.8,76,0.0,0.0,236.7,0.0,242,3.1,4.5,994.1,0
Margaret T Burroughs (31st),2017-07-16,07/16/2017 12:00:00 AM,1852.7,226.1,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.8,76,0.0,0.0,236.7,0.0,242,3.1,4.5,994.1,0
Oakwood,2017-07-16,07/16/2017 12:00:00 AM,122.8,110.2,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,22.8,76,0.0,0.0,236.7,0.0,242,3.1,4.5,994.1,0
12th Street,2017-07-17,07/17/2017 12:00:00 AM,473.4,252.3,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,19.9,74,0.0,0.0,236.7,0.0,44,3.8,8.4,995.4,1
57th Street,2017-07-17,07/17/2017 12:00:00 AM,500.7,169.3,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,19.9,74,0.0,0.0,236.7,0.0,44,3.8,8.4,995.4,1
Margaret T Burroughs (31st),2017-07-17,07/17/2017 12:00:00 AM,2290.7,345.5,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,19.9,74,0.0,0.0,236.7,0.0,44,3.8,8.4,995.4,1
12th Street,2017-07-18,07/18/2017 12:00:00 AM,105.5,312.3,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,20.1,88,0.0,0.0,236.7,0.0,82,1.9,2.8,995.7,1
57th Street,2017-07-18,07/18/2017 12:00:00 AM,114.5,139.5,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,20.1,88,0.0,0.0,236.7,0.0,82,1.9,2.8,995.7,1
Margaret T Burroughs (31st),2017-07-18,07/18/2017 12:00:00 AM,301.7,334.2,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,20.1,88,0.0,0.0,236.7,0.0,82,1.9,2.8,995.7,1
Oakwood,2017-07-18,07/18/2017 12:00:00 AM,92.5,131.2,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,20.1,88,0.0,0.0,236.7,0.0,82,1.9,2.8,995.7,1
12th Street,2017-07-19,07/19/2017 12:00:00 AM,18.8,304.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,26.3,60,0.0,0.0,236.7,0.0,257,2.6,3.6,995.7,0
57th Street,2017-07-19,07/19/2017 12:00:00 AM,242.2,123.3,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,26.3,60,0.0,0.0,236.7,0.0,257,2.6,3.6,995.7,0
Margaret T Burroughs (31st),2017-07-19,07/19/2017 12:00:00 AM,310.0,498.0,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,26.3,60,0.0,0.0,236.7,0.0,257,2.6,3.6,995.7,0
Oakwood,2017-07-19,07/19/2017 12:00:00 AM,5.0,73.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,26.3,60,0.0,0.0,236.7,0.0,257,2.6,3.6,995.7,0
12th Street,2017-07-20,07/20/2017 12:00:00 AM,17325.4,418.5,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,21.9,92,0.0,4.1,253.0,60.0,0,1.5,2.3,996.5,0
57th Street,2017-07-20,07/20/2017 12:00:00 AM,1162.8,312.6,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,21.9,92,0.0,4.1,253.0,60.0,0,1.5,2.3,996.5,0
Margaret T Burroughs (31st),2017-07-20,07/20/2017 12:00:00 AM,69.8,651.5,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,21.9,92,0.0,4.1,253.0,60.0,0,1.5,2.3,996.5,0
Oakwood,2017-07-20,07/20/2017 12:00:00 AM,110.8,254.8,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,21.9,92,0.0,4.1,253.0,60.0,0,1.5,2.3,996.5,0
12th Street,2017-07-22,07/22/2017 12:00:00 AM,237.0,214.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,24.0,98,3.0,7.0,311.2,60.0,199,2.9,5.0,988.9,0
57th Street,2017-07-22,07/22/2017 12:00:00 AM,218.5,165.1,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,24.0,98,3.0,7.0,311.2,60.0,199,2.9,5.0,988.9,0
Margaret T Burroughs (31st),2017-07-22,07/22/2017 12:00:00 AM,18.8,238.0,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,24.0,98,3.0,7.0,311.2,60.0,199,2.9,5.0,988.9,0
Oakwood,2017-07-22,07/22/2017 12:00:00 AM,41.6,152.9,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,24.0,98,3.0,7.0,311.2,60.0,199,2.9,5.0,988.9,0
12th Street,2017-07-23,07/23/2017 12:00:00 AM,459.9,194.6,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.5,94,0.0,0.0,372.5,0.0,42,0.0,0.4,987.3,0
57th Street,2017-07-23,07/23/2017 12:00:00 AM,186.4,122.6,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.5,94,0.0,0.0,372.5,0.0,42,0.0,0.4,987.3,0
Margaret T Burroughs (31st),2017-07-23,07/23/2017 12:00:00 AM,161.3,208.0,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.5,94,0.0,0.0,372.5,0.0,42,0.0,0.4,987.3,0
Oakwood,2017-07-23,07/23/2017 12:00:00 AM,546.6,120.1,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.5,94,0.0,0.0,372.5,0.0,42,0.0,0.4,987.3,0
12th Street,2017-07-24,07/24/2017 12:00:00 AM,5839.7,470.1,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.4,90,0.0,0.0,374.2,0.0,35,9.0,12.0,989.9,0
57th Street,2017-07-24,07/24/2017 12:00:00 AM,1950.9,334.8,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.4,90,0.0,0.0,374.2,0.0,35,9.0,12.0,989.9,0
Margaret T Burroughs (31st),2017-07-24,07/24/2017 12:00:00 AM,7189.6,699.4,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.4,90,0.0,0.0,374.2,0.0,35,9.0,12.0,989.9,0
Oakwood,2017-07-24,07/24/2017 12:00:00 AM,6.0,286.8,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,22.4,90,0.0,0.0,374.2,0.0,35,9.0,12.0,989.9,0
12th Street,2017-07-25,07/25/2017 12:00:00 AM,111.2,328.4,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,21.3,80,0.0,0.0,374.2,0.0,76,4.4,5.6,997.6,0
57th Street,2017-07-25,07/25/2017 12:00:00 AM,921.5,182.1,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,21.3,80,0.0,0.0,374.2,0.0,76,4.4,5.6,997.6,0
Margaret T Burroughs (31st),2017-07-25,07/25/2017 12:00:00 AM,433.0,453.7,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,21.3,80,0.0,0.0,374.2,0.0,76,4.4,5.6,997.6,0
Oakwood,2017-07-25,07/25/2017 12:00:00 AM,166.0,204.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,21.3,80,0.0,0.0,374.2,0.0,76,4.4,5.6,997.6,0
12th Street,2017-07-26,07/26/2017 12:00:00 AM,213.9,169.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.7,65,0.0,0.0,374.2,0.0,187,2.6,4.8,997.9,0
57th Street,2017-07-26,07/26/2017 12:00:00 AM,368.2,87.1,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.7,65,0.0,0.0,374.2,0.0,187,2.6,4.8,997.9,0
Margaret T Burroughs (31st),2017-07-26,07/26/2017 12:00:00 AM,256.4,183.6,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.7,65,0.0,0.0,374.2,0.0,187,2.6,4.8,997.9,0
Oakwood,2017-07-26,07/26/2017 12:00:00 AM,69.3,62.7,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,22.7,65,0.0,0.0,374.2,0.0,187,2.6,4.8,997.9,0
12th Street,2017-07-27,07/27/2017 12:00:00 AM,205.0,206.2,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,25.1,84,0.6,0.0,374.2,60.0,0,0.0,0.3,992.1,0
57th Street,2017-07-27,07/27/2017 12:00:00 AM,625.6,123.8,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,25.1,84,0.6,0.0,374.2,60.0,0,0.0,0.3,992.1,0
Margaret T Burroughs (31st),2017-07-27,07/27/2017 12:00:00 AM,242.9,297.7,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,25.1,84,0.6,0.0,374.2,60.0,0,0.0,0.3,992.1,0
Oakwood,2017-07-27,07/27/2017 12:00:00 AM,194.9,131.3,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,25.1,84,0.6,0.0,374.2,60.0,0,0.0,0.3,992.1,0
12th Street,2017-07-28,07/28/2017 12:00:00 AM,73.4,172.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.7,87,0.0,0.0,376.2,0.0,11,4.1,8.1,991.2,0
57th Street,2017-07-28,07/28/2017 12:00:00 AM,207.4,84.7,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.7,87,0.0,0.0,376.2,0.0,11,4.1,8.1,991.2,0
Margaret T Burroughs (31st),2017-07-28,07/28/2017 12:00:00 AM,666.7,224.1,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.7,87,0.0,0.0,376.2,0.0,11,4.1,8.1,991.2,0
12th Street,2017-07-31,07/31/2017 12:00:00 AM,34.4,263.6,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.1,82,0.0,0.0,376.2,0.0,125,0.5,0.7,999.9,0
57th Street,2017-07-31,07/31/2017 12:00:00 AM,166.9,98.7,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.1,82,0.0,0.0,376.2,0.0,125,0.5,0.7,999.9,0
Margaret T Burroughs (31st),2017-07-31,07/31/2017 12:00:00 AM,161.8,387.8,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.1,82,0.0,0.0,376.2,0.0,125,0.5,0.7,999.9,0
Oakwood,2017-07-31,07/31/2017 12:00:00 AM,20.0,73.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.1,82,0.0,0.0,376.2,0.0,125,0.5,0.7,999.9,0
12th Street,2017-08-01,08/01/2017 12:00:00 AM,33.8,51.1,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.4,84,0.0,0.0,376.2,0.0,358,0.4,0.8,997.8,0
57th Street,2017-08-01,08/01/2017 12:00:00 AM,374.4,45.8,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.4,84,0.0,0.0,376.2,0.0,358,0.4,0.8,997.8,0
Margaret T Burroughs (31st),2017-08-01,08/01/2017 12:00:00 AM,76.9,70.0,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.4,84,0.0,0.0,376.2,0.0,358,0.4,0.8,997.8,0
Oakwood,2017-08-01,08/01/2017 12:00:00 AM,13.9,27.0,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.4,84,0.0,0.0,376.2,0.0,358,0.4,0.8,997.8,0
12th Street,2017-08-02,08/02/2017 12:00:00 AM,51.2,91.8,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.8,77,0.0,0.0,377.8,0.0,247,2.1,2.9,995.1,0
57th Street,2017-08-02,08/02/2017 12:00:00 AM,185.7,55.0,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.8,77,0.0,0.0,377.8,0.0,247,2.1,2.9,995.1,0
Margaret T Burroughs (31st),2017-08-02,08/02/2017 12:00:00 AM,252.0,108.6,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.8,77,0.0,0.0,377.8,0.0,247,2.1,2.9,995.1,0
Oakwood,2017-08-02,08/02/2017 12:00:00 AM,24.4,43.3,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,22.8,77,0.0,0.0,377.8,0.0,247,2.1,2.9,995.1,0
12th Street,2017-08-03,08/03/2017 12:00:00 AM,188.8,372.9,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,23.0,94,0.0,0.0,403.8,0.0,56,1.5,3.7,995.2,0
57th Street,2017-08-03,08/03/2017 12:00:00 AM,1859.0,247.3,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,23.0,94,0.0,0.0,403.8,0.0,56,1.5,3.7,995.2,0
Margaret T Burroughs (31st),2017-08-03,08/03/2017 12:00:00 AM,1760.2,468.5,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,23.0,94,0.0,0.0,403.8,0.0,56,1.5,3.7,995.2,0
Oakwood,2017-08-03,08/03/2017 12:00:00 AM,752.5,233.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,23.0,94,0.0,0.0,403.8,0.0,56,1.5,3.7,995.2,0
12th Street,2017-08-04,08/04/2017 12:00:00 AM,105.4,145.2,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,20.7,93,0.0,0.0,419.4,0.0,262,4.5,6.6,987.9,1
57th Street,2017-08-04,08/04/2017 12:00:00 AM,94.5,91.9,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,20.7,93,0.0,0.0,419.4,0.0,262,4.5,6.6,987.9,1
Margaret T Burroughs (31st),2017-08-04,08/04/2017 12:00:00 AM,121.0,208.5,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,20.7,93,0.0,0.0,419.4,0.0,262,4.5,6.6,987.9,1
Oakwood,2017-08-04,08/04/2017 12:00:00 AM,12.8,76.7,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,20.7,93,0.0,0.0,419.4,0.0,262,4.5,6.6,987.9,1
12th Street,2017-08-05,08/05/2017 12:00:00 AM,377.1,146.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,16.8,75,0.0,0.0,419.9,0.0,254,3.0,4.0,993.8,1
57th Street,2017-08-05,08/05/2017 12:00:00 AM,156.4,98.8,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,16.8,75,0.0,0.0,419.9,0.0,254,3.0,4.0,993.8,1
Margaret T Burroughs (31st),2017-08-05,08/05/2017 12:00:00 AM,450.3,173.2,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,16.8,75,0.0,0.0,419.9,0.0,254,3.0,4.0,993.8,1
12th Street,2017-08-06,08/06/2017 12:00:00 AM,19.8,164.6,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,20.8,72,0.0,0.0,419.9,0.0,242,1.1,1.6,994.5,1
57th Street,2017-08-06,08/06/2017 12:00:00 AM,83.6,118.3,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,20.8,72,0.0,0.0,419.9,0.0,242,1.1,1.6,994.5,1
Margaret T Burroughs (31st),2017-08-06,08/06/2017 12:00:00 AM,200.6,208.6,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,20.8,72,0.0,0.0,419.9,0.0,242,1.1,1.6,994.5,1
Oakwood,2017-08-06,08/06/2017 12:00:00 AM,473.3,116.6,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,20.8,72,0.0,0.0,419.9,0.0,242,1.1,1.6,994.5,1
12th Street,2017-08-08,08/08/2017 12:00:00 AM,45.0,166.6,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,19.7,64,0.0,0.0,419.9,0.0,316,0.8,1.5,998.3,1
57th Street,2017-08-08,08/08/2017 12:00:00 AM,178.4,168.7,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,19.7,64,0.0,0.0,419.9,0.0,316,0.8,1.5,998.3,1
Margaret T Burroughs (31st),2017-08-08,08/08/2017 12:00:00 AM,57.4,170.2,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,19.7,64,0.0,0.0,419.9,0.0,316,0.8,1.5,998.3,1
Oakwood,2017-08-08,08/08/2017 12:00:00 AM,78.1,180.4,41.8211,-87.5976,"(41.8211, -87.5976)",63rd Street Weather Station,19.7,64,0.0,0.0,419.9,0.0,316,0.8,1.5,998.3,1
12th Street,2017-08-09,08/09/2017 12:00:00 AM,15.2,118.7,41.8638,-87.6082,"(41.8638, -87.6082)",63rd Street Weather Station,22.6,60,0.0,0.0,419.9,0.0,290,0.7,1.1,999.4,0
57th Street,2017-08-09,08/09/2017 12:00:00 AM,65.0,71.5,41.7911,-87.5797,"(41.7911, -87.5797)",63rd Street Weather Station,22.6,60,0.0,0.0,419.9,0.0,290,0.7,1.1,999.4,0
Margaret T Burroughs (31st),2017-08-09,08/09/2017 12:00:00 AM,19.3,147.5,41.8393,-87.6072,"(41.8393, -87.6072)",63rd Street Weather Station,22.6,60,0.0,0.0,419.9,0.0,290,0.7,1.1,999.4,0
